Hours,Shape
20,fireball
20,circle
20,fireball
20,fireball
20,unknown
21,other
21,light
21,fireball
23,light
01,light
01,light
01,oval
12,sphere
15,sphere
18,disk
20,triangle
20,light
21,disk
21,triangle
21,light
23,light
00,light
01,circle
01,changing
04,fireball
09,triangle
12,fireball
14,cigar
16,sphere
19,disk
19,light
20,cone
20,unknown
20,triangle
21,disk
21,light
22,unknown
22,triangle
23,other
00,other
01,sphere
03,light
06,egg
11,sphere
14,cigar
14,sphere
15,cigar
18,chevron
19,light
19,sphere
21,unknown
22,unknown
02,chevron
09,light
12,cigar
14,other
20,light
20,light
20,triangle
20,disk
20,light
21,disk
21,light
21,circle
21,triangle
22,triangle
23,light
23,sphere
01,formation
03,unknown
05,formation
07,light
10,unknown
18,unknown
19,other
19,formation
19,circle
20,oval
20,triangle
21,sphere
00,other
01,changing
05,circle
09,sphere
12,cigar
13,triangle
18,light
20,light
21,light
22,formation
23,light
00,rectangle
02,sphere
04,light
05,unknown
15,light
16,other
19,fireball
19,oval
19,light
19,light
20,other
20,disk
21,light
21,triangle
22,triangle
00,disk
00,other
00,light
01,flash
07,rectangle
09,oval
15,other
19,flash
20,light
20,circle
20,triangle
20,light
21,light
21,light
21,circle
21,disk
21,oval
21,fireball
22,triangle
23,triangle
00,circle
06,cylinder
06,fireball
06,circle
11,light
17,sphere
18,fireball
19,light
19,circle
19,light
19,fireball
19,oval
19,fireball
19,fireball
20,light
20,triangle
20,light
20,fireball
21,light
22,sphere
22,circle
22,light
22,light
22,unknown
22,light
23,light
23,unknown
00,light
08,cigar
08,circle
14,unknown
18,light
18,flash
19,light
19,sphere
19,triangle
20,light
21,triangle
21,light
22,disk
14,disk
17,disk
18,disk
23,light
21,light
23,triangle
20,circle
22,disk
22,disk
18,circle
22,light
01,other
22,formation
03,light
11,cylinder
13,chevron
20,light
22,light
23,light
01,other
09,oval
13,cylinder
17,chevron
19,cone
20,cross
21,formation
06,oval
08,fireball
14,other
14,diamond
14,oval
19,oval
22,fireball
22,light
02,oval
09,flash
12,other
18,light
02,rectangle
16,oval
19,fireball
19,triangle
19,other
20,triangle
20,light
21,light
21,sphere
21,fireball
22,oval
22,light
22,fireball
01,triangle
19,light
19,light
20,other
21,triangle
05,rectangle
18,other
20,sphere
00,circle
03,disk
07,triangle
07,diamond
18,unknown
19,unknown
19,light
22,unknown
00,chevron
01,light
02,unknown
02,light
02,diamond
04,formation
13,sphere
14,other
16,sphere
17,circle
18,teardrop
19,sphere
20,light
21,flash
22,oval
07,light
08,sphere
13,disk
16,light
19,formation
20,light
20,changing
21,formation
23,sphere
00,light
01,changing
13,cigar
18,light
19,unknown
19,disk
20,light
20,light
20,light
21,light
22,light
22,triangle
23,disk
06,triangle
06,unknown
07,circle
07,light
08,light
10,light
10,changing
12,oval
17,formation
19,circle
19,other
19,light
19,light
19,light
20,light
20,formation
20,oval
21,circle
21,chevron
21,light
22,triangle
22,circle
22,diamond
22,changing
22,sphere
23,teardrop
24,sphere
00,formation
01,unknown
01,triangle
02,light
03,triangle
03,formation
03,cylinder
05,egg
05,sphere
07,triangle
07,teardrop
14,changing
15,unknown
15,cigar
18,cylinder
19,circle
19,circle
21,circle
22,oval
22,flash
23,triangle
23,disk
00,light
06,fireball
06,unknown
08,other
18,triangle
19,sphere
19,fireball
19,light
19,oval
19,fireball
20,light
21,fireball
21,oval
22,teardrop
22,diamond
23,light
22,disk
21,sphere
22,formation
24,fireball
02,circle
14,sphere
09,fireball
09,circle
14,cigar
19,light
01,light
01,chevron
12,other
19,cigar
19,other
20,changing
22,circle
22,chevron
17,circle
24,light
06,egg
07,triangle
19,fireball
19,fireball
21,other
06,egg
02,circle
12,cigar
19,oval
19,unknown
19,chevron
21,triangle
21,diamond
21,light
22,other
03,unknown
05,triangle
12,sphere
15,unknown
16,diamond
18,unknown
19,oval
19,light
23,light
23,triangle
00,circle
02,formation
03,light
04,light
05,circle
09,diamond
15,egg
17,changing
18,other
18,oval
19,triangle
00,unknown
00,circle
02,fireball
07,other
17,chevron
17,changing
19,formation
20,light
22,light
22,changing
23,unknown
01,unknown
02,light
03,circle
04,light
06,light
10,triangle
21,circle
23,triangle
23,unknown
05,other
05,light
19,light
19,cylinder
19,light
20,triangle
20,egg
21,triangle
22,light
23,triangle
10,light
18,light
21,light
21,disk
22,light
22,cylinder
23,cigar
00,light
02,diamond
09,triangle
12,unknown
13,other
16,oval
17,sphere
20,light
20,fireball
21,unknown
22,chevron
22,cigar
05,flash
17,oval
17,oval
18,circle
21,light
21,other
01,triangle
05,light
06,oval
10,triangle
13,circle
13,oval
13,circle
17,other
19,oval
19,sphere
19,chevron
20,circle
20,light
21,circle
21,circle
21,formation
21,light
22,light
22,fireball
00,other
06,circle
11,sphere
14,cigar
18,cigar
19,circle
19,disk
20,fireball
20,light
20,circle
21,fireball
21,disk
21,changing
22,triangle
22,light
22,rectangle
22,oval
20,disk
20,circle
20,sphere
22,light
20,cigar
20,sphere
23,cone
24,fireball
21,unknown
22,light
15,disk
03,sphere
23,oval
01,rectangle
06,sphere
09,cigar
13,diamond
14,changing
22,light
02,other
06,triangle
06,light
19,other
22,triangle
23,diamond
00,triangle
02,chevron
07,sphere
23,light
13,cigar
20,disk
21,fireball
22,triangle
06,light
07,other
08,other
14,disk
14,disk
18,sphere
18,sphere
19,light
20,unknown
20,fireball
20,formation
21,fireball
21,light
21,diamond
23,flash
23,disk
03,disk
04,light
08,unknown
17,sphere
18,disk
21,light
02,unknown
03,disk
05,circle
06,light
10,other
15,light
16,sphere
17,light
19,rectangle
20,triangle
20,light
21,unknown
22,oval
00,oval
01,disk
12,other
13,disk
15,sphere
16,sphere
22,fireball
22,oval
01,flash
01,oval
05,other
06,triangle
18,triangle
20,other
20,light
21,light
21,light
23,triangle
00,changing
01,light
01,flash
03,teardrop
03,chevron
05,circle
15,unknown
17,light
18,circle
21,other
22,other
22,sphere
03,other
06,oval
20,unknown
20,other
23,flash
05,triangle
05,fireball
08,unknown
11,unknown
15,teardrop
17,oval
18,light
19,light
19,triangle
20,circle
20,chevron
21,other
21,sphere
21,circle
01,triangle
03,oval
06,unknown
08,oval
09,sphere
09,sphere
09,circle
14,unknown
14,fireball
15,other
16,circle
19,oval
19,sphere
19,triangle
19,circle
19,triangle
19,light
20,sphere
20,light
20,circle
20,sphere
21,unknown
21,fireball
22,formation
22,unknown
22,light
23,chevron
23,triangle
00,circle
01,other
05,circle
07,fireball
07,circle
09,light
14,changing
16,light
17,sphere
18,disk
18,fireball
18,circle
19,light
19,formation
20,light
20,unknown
20,light
22,changing
01,triangle
05,circle
06,disk
07,oval
09,circle
18,other
18,light
18,circle
19,diamond
19,rectangle
19,flash
19,unknown
19,circle
20,chevron
20,sphere
20,light
20,unknown
21,unknown
21,oval
21,formation
21,sphere
22,oval
22,oval
23,circle
15,other
09,circle
18,disk
16,cylinder
21,other
22,other
16,light
17,disk
18,fireball
18,fireball
18,other
19,circle
21,fireball
00,circle
06,unknown
18,cylinder
21,cylinder
21,disk
22,triangle
00,triangle
06,light
11,cylinder
14,sphere
14,unknown
17,cigar
18,light
21,light
21,sphere
22,egg
24,flash
20,triangle
00,unknown
06,changing
12,unknown
21,light
21,light
21,unknown
21,cone
21,circle
21,fireball
21,circle
22,triangle
23,unknown
23,unknown
01,light
01,light
03,light
05,light
12,sphere
14,circle
21,light
23,other
00,light
02,fireball
11,formation
12,fireball
19,triangle
21,light
21,light
23,rectangle
01,unknown
10,cylinder
14,circle
16,triangle
21,circle
21,changing
22,circle
22,unknown
22,triangle
00,light
03,triangle
05,light
06,sphere
07,teardrop
09,sphere
11,triangle
11,light
14,unknown
15,cylinder
17,circle
20,unknown
20,oval
20,light
01,circle
14,other
15,sphere
19,other
19,unknown
20,light
20,formation
20,circle
20,light
20,formation
21,light
21,sphere
21,fireball
21,light
21,light
22,circle
22,circle
23,chevron
00,chevron
18,light
19,unknown
23,circle
07,other
10,light
16,sphere
18,sphere
19,light
19,teardrop
19,fireball
19,chevron
19,other
20,triangle
21,circle
21,light
21,triangle
22,circle
00,chevron
00,circle
00,light
01,triangle
02,egg
03,circle
06,circle
06,unknown
07,flash
08,light
10,other
11,circle
13,light
13,disk
15,cigar
17,cylinder
19,cylinder
19,diamond
19,sphere
19,disk
19,triangle
20,triangle
20,circle
20,sphere
20,sphere
22,light
22,formation
22,triangle
22,triangle
22,circle
01,oval
02,circle
07,formation
08,light
14,other
18,light
18,light
19,light
19,sphere
19,fireball
20,circle
20,sphere
20,light
20,changing
20,sphere
21,sphere
21,light
21,circle
23,sphere
05,triangle
05,triangle
07,light
07,chevron
17,sphere
18,light
18,other
18,light
18,fireball
19,other
19,disk
19,disk
19,circle
19,sphere
19,light
20,circle
20,light
20,triangle
20,light
21,light
21,light
21,formation
21,unknown
22,light
22,light
23,other
00,changing
18,other
19,circle
22,light
19,triangle
17,disk
14,disk
24,triangle
09,triangle
00,circle
06,circle
15,other
18,triangle
20,sphere
22,circle
17,light
17,sphere
20,light
22,light
23,triangle
00,circle
01,light
06,sphere
11,light
22,oval
23,chevron
06,other
19,diamond
20,oval
20,triangle
22,disk
06,cross
14,changing
20,light
23,oval
15,triangle
19,diamond
00,light
01,triangle
01,rectangle
02,teardrop
16,disk
20,light
20,light
23,triangle
10,triangle
15,disk
16,light
17,cylinder
19,other
20,triangle
21,unknown
22,flash
23,flash
23,circle
23,flash
23,circle
23,fireball
23,unknown
23,flash
05,circle
06,flash
10,oval
17,changing
19,other
20,sphere
20,light
22,triangle
22,triangle
04,circle
11,circle
17,light
20,light
22,triangle
22,oval
05,light
05,unknown
05,triangle
06,formation
06,circle
06,light
17,sphere
18,egg
20,rectangle
20,circle
21,oval
21,rectangle
06,light
10,light
19,fireball
19,changing
19,cigar
19,changing
20,fireball
21,triangle
22,formation
22,light
22,light
22,flash
23,fireball
03,circle
07,circle
10,oval
16,other
17,sphere
19,teardrop
20,triangle
20,other
20,cylinder
23,changing
23,light
19,light
21,circle
01,unknown
07,fireball
18,light
19,unknown
19,circle
19,cigar
19,circle
20,fireball
21,light
22,light
22,formation
22,light
23,fireball
23,fireball
00,changing
00,flash
00,fireball
04,light
07,fireball
08,changing
09,changing
10,other
16,circle
17,other
18,light
18,disk
19,fireball
20,circle
20,fireball
20,circle
20,other
20,oval
20,light
20,unknown
20,circle
21,light
21,flash
21,light
21,unknown
22,disk
22,light
22,changing
22,circle
22,unknown
04,fireball
07,sphere
07,diamond
07,circle
07,light
09,circle
12,cigar
13,circle
16,light
16,light
18,fireball
19,light
19,light
19,triangle
19,light
19,light
19,light
20,circle
20,triangle
20,other
20,light
20,triangle
20,other
21,oval
21,disk
21,formation
21,fireball
22,cylinder
22,light
22,triangle
22,triangle
23,triangle
23,circle
20,unknown
19,disk
06,circle
20,disk
22,circle
19,formation
16,other
21,disk
02,disk
20,diamond
01,triangle
22,sphere
05,light
18,unknown
01,other
18,triangle
23,light
02,changing
21,triangle
16,light
18,disk
19,triangle
20,formation
21,light
24,sphere
11,changing
12,disk
14,cylinder
15,sphere
19,egg
21,triangle
21,fireball
23,light
00,light
19,fireball
20,fireball
20,other
20,triangle
21,light
01,oval
21,light
22,triangle
22,triangle
22,other
23,unknown
07,disk
01,oval
02,disk
18,oval
21,triangle
21,triangle
21,triangle
22,sphere
22,changing
22,other
22,other
00,cigar
00,triangle
10,flash
12,other
19,disk
21,circle
21,cone
02,flash
17,other
19,light
20,light
22,chevron
23,triangle
24,circle
00,fireball
16,changing
19,oval
19,circle
20,changing
20,fireball
20,unknown
21,fireball
21,unknown
23,formation
23,formation
23,triangle
02,triangle
14,cylinder
16,oval
19,light
19,changing
19,light
20,triangle
20,cylinder
21,light
22,circle
22,light
01,light
01,other
07,light
19,changing
19,other
20,triangle
20,light
20,light
21,other
21,fireball
22,light
22,triangle
22,light
22,oval
23,unknown
07,light
07,unknown
11,circle
11,circle
16,circle
18,oval
19,unknown
20,rectangle
20,triangle
07,light
09,cigar
22,triangle
23,light
23,unknown
23,oval
04,circle
05,fireball
06,light
09,rectangle
09,rectangle
09,light
11,cylinder
13,cigar
13,teardrop
16,light
17,circle
18,cone
18,formation
18,triangle
20,triangle
20,light
20,fireball
21,sphere
21,diamond
22,triangle
23,cigar
23,light
09,cigar
11,formation
16,disk
19,circle
20,triangle
21,light
22,rectangle
23,light
23,disk
00,light
02,circle
06,sphere
08,unknown
10,other
19,circle
19,oval
20,formation
20,triangle
20,unknown
20,fireball
20,disk
20,circle
20,light
20,disk
21,disk
21,rectangle
21,fireball
22,flash
22,triangle
22,circle
22,cross
23,circle
23,formation
02,changing
20,triangle
22,triangle
03,light
04,fireball
07,light
17,circle
17,oval
18,triangle
18,fireball
18,fireball
21,fireball
23,other
24,fireball
24,fireball
01,sphere
02,light
02,triangle
04,triangle
06,cylinder
07,other
12,triangle
14,cylinder
18,light
19,flash
19,triangle
21,triangle
21,triangle
22,oval
22,unknown
23,triangle
23,oval
00,triangle
03,changing
13,other
17,other
20,light
21,changing
22,triangle
22,triangle
23,light
00,rectangle
01,light
05,light
09,cylinder
09,disk
19,light
20,other
20,light
01,flash
05,other
10,cigar
17,other
21,light
00,triangle
00,unknown
16,unknown
16,other
18,circle
19,triangle
22,light
22,other
23,cigar
18,light
19,flash
20,other
20,fireball
09,oval
13,light
14,cigar
19,light
19,light
20,triangle
20,changing
20,other
20,formation
21,light
21,triangle
06,light
09,light
10,cigar
12,changing
15,triangle
21,triangle
23,light
23,disk
04,oval
05,oval
18,fireball
18,formation
19,circle
20,light
20,formation
20,light
21,fireball
23,light
23,chevron
00,formation
01,unknown
05,unknown
06,light
18,light
19,formation
19,triangle
19,diamond
21,fireball
21,triangle
22,cylinder
22,disk
23,triangle
03,unknown
06,triangle
17,oval
18,triangle
20,light
20,light
20,light
21,fireball
00,unknown
06,circle
07,rectangle
08,light
18,fireball
20,triangle
21,chevron
08,other
20,triangle
20,diamond
20,light
21,flash
23,oval
23,triangle
00,light
06,circle
10,other
12,disk
17,sphere
17,triangle
19,sphere
20,oval
20,circle
23,light
02,rectangle
03,light
05,flash
06,light
07,formation
07,triangle
17,rectangle
18,fireball
18,other
19,light
19,triangle
19,fireball
19,sphere
19,light
19,circle
19,light
19,rectangle
19,flash
20,triangle
21,circle
21,fireball
21,fireball
22,disk
22,formation
22,sphere
23,triangle
23,fireball
21,sphere
24,light
21,cylinder
21,triangle
03,circle
16,circle
19,oval
23,fireball
23,unknown
03,light
08,fireball
10,oval
06,light
06,light
19,triangle
21,triangle
22,disk
22,disk
22,light
00,light
17,disk
18,other
20,triangle
05,light
06,cigar
09,changing
17,unknown
19,fireball
19,circle
19,sphere
20,light
22,chevron
22,triangle
22,chevron
22,triangle
22,chevron
22,triangle
22,chevron
22,triangle
22,chevron
22,triangle
22,light
22,circle
23,light
00,triangle
08,light
19,changing
19,unknown
20,disk
02,unknown
19,light
19,light
20,triangle
20,triangle
20,flash
20,triangle
01,oval
13,oval
19,fireball
19,light
20,disk
23,flash
00,light
02,oval
02,fireball
16,light
18,circle
20,sphere
20,flash
20,light
21,light
22,light
22,disk
23,light
01,circle
06,circle
17,unknown
18,light
18,other
22,light
22,formation
03,circle
10,light
18,disk
19,fireball
19,light
20,light
20,light
21,triangle
21,fireball
21,light
21,rectangle
22,oval
23,oval
01,light
03,unknown
04,light
17,circle
20,circle
21,light
21,triangle
21,triangle
22,triangle
22,unknown
23,triangle
06,triangle
11,fireball
14,chevron
15,fireball
17,light
19,sphere
20,fireball
20,fireball
21,chevron
21,light
21,other
21,circle
21,circle
21,sphere
21,circle
21,fireball
22,other
22,circle
23,flash
23,triangle
00,light
02,light
07,formation
19,light
19,circle
19,diamond
19,sphere
20,flash
20,teardrop
20,cross
21,triangle
21,light
21,fireball
22,fireball
20,changing
03,unknown
13,circle
21,unknown
14,diamond
18,light
18,triangle
20,light
01,fireball
10,circle
20,formation
21,fireball
22,chevron
23,other
23,oval
01,light
04,teardrop
13,unknown
17,changing
10,sphere
15,other
18,flash
19,changing
19,changing
20,other
21,triangle
21,circle
21,circle
22,light
24,light
24,cigar
00,disk
00,disk
00,light
01,chevron
03,sphere
04,unknown
13,light
16,unknown
17,cigar
20,unknown
21,fireball
23,light
01,other
19,disk
19,light
21,flash
22,oval
01,unknown
10,sphere
14,disk
16,light
00,light
02,light
06,triangle
07,other
20,light
20,chevron
21,formation
21,formation
21,disk
21,light
22,light
22,light
23,fireball
01,teardrop
02,triangle
05,unknown
08,disk
10,changing
14,sphere
18,oval
18,fireball
19,diamond
19,circle
20,triangle
20,formation
00,light
00,triangle
00,triangle
01,changing
03,light
04,triangle
12,formation
17,circle
18,light
19,other
19,formation
20,other
20,circle
22,chevron
22,light
01,triangle
01,unknown
03,other
05,light
05,light
06,oval
16,oval
17,light
20,disk
20,light
20,light
21,chevron
23,circle
02,other
03,oval
07,light
07,circle
15,circle
17,unknown
18,changing
19,formation
19,triangle
19,fireball
19,sphere
19,fireball
19,light
19,light
19,rectangle
19,disk
20,light
20,sphere
20,oval
20,oval
21,flash
22,light
23,triangle
23,cross
01,circle
19,unknown
19,light
21,circle
21,unknown
21,triangle
23,flash
07,teardrop
18,fireball
19,circle
19,unknown
19,light
22,circle
22,oval
24,cigar
00,circle
00,triangle
00,other
02,sphere
02,circle
02,chevron
04,light
04,diamond
06,light
06,light
11,triangle
13,formation
13,rectangle
16,unknown
18,oval
19,light
19,sphere
19,sphere
19,circle
20,light
20,formation
21,light
21,other
21,circle
21,unknown
10,light
13,other
16,circle
16,fireball
18,fireball
19,fireball
23,unknown
00,sphere
04,light
10,disk
17,disk
18,disk
20,flash
20,circle
20,light
21,diamond
21,triangle
22,unknown
22,triangle
22,circle
21,cigar
19,sphere
16,triangle
18,unknown
15,cylinder
20,rectangle
23,circle
07,disk
09,fireball
16,light
19,sphere
03,other
03,fireball
06,circle
09,fireball
18,unknown
19,other
19,sphere
20,light
01,light
17,circle
